Tag0,Tag1,Score
linux-mint,xfce,2
linux-mint,kde,2
linux-mint,wine,2
linux-mint,cinnamon,2
linux-mint,apt,2
linux-mint,apt-get,2
centos,init,2
centos,headless,2
centos,automount,2
centos,gnome,2
centos,redhat-enterprise-linux,2
centos,selinux,2
centos,chown,2
centos,vsftpd,2
centos,tty,2
centos,gnome-shell,2
centos,systemd,2
centos,syslog,2
centos,sudoers,2
centos,linux-kvm,2
centos,crontab,2
centos,sendmail,2
centos,vncserver,2
centos,yum,2
centos,rpm,2
fedora,automount,2
fedora,gnome,2
fedora,kernel,2
fedora,selinux,2
fedora,networkmanager,2
fedora,dependencies,2
fedora,xfce,2
fedora,kde,2
fedora,gnome-shell,2
fedora,systemd,2
fedora,package-management,2
fedora,nautilus,2
fedora,yum,2
fedora,rpm,2
virtual-machine,vmware,2
virtual-machine,virtualization,2
virtual-machine,vmware-workstation,2
virtual-machine,linux-kvm,2
virtual-machine,vagrant,2
virtual-machine,vmware-player,2
virtual-machine,snapshot,2
virtual-machine,qemu,2
virtual-machine,esxi,2
virtual-machine,xen,2
arch-linux,kernel-panic,2
arch-linux,xorg,2
arch-linux,gnome,2
arch-linux,networkmanager,2
arch-linux,i3-window-manager,2
arch-linux,kernel-module,2
arch-linux,gtk,2
arch-linux,xfce,2
arch-linux,kde,2
arch-linux,tty,2
arch-linux,gnome-shell,2
arch-linux,systemd,2
arch-linux,chroot,2
arch-linux,pulse-audio,2
arch-linux,package-management,2
arch-linux,arm,2
arch-linux,qt,2
arch-linux,awesome-wm,2
arch-linux,xrandr,2
arch-linux,liveusb,2
arch-linux,cinnamon,2
arch-linux,linux-kvm,2
arch-linux,manjaro,2
arch-linux,alsa,2
arch-linux,qemu,2
raspberry-pi,arduino,2
raspberry-pi,vnc,2
raspberry-pi,tty,2
raspberry-pi,arm,2
raspberry-pi,raspbian,2
raspberry-pi,alsa,2
raspberry-pi,debian-wheezy,2
raspberry-pi,cups,2
raspberry-pi,debian-jessie,2
kernel-panic,init,2
kernel-panic,kernel-module,2
kernel-panic,sudoers,2
kernel-panic,embedded-linux,2
headless,daemon,2
headless,pulse-audio,2
xorg,x-windows,2
xorg,i3-window-manager,2
xorg,gtk,2
xorg,xfce,2
xorg,kde,2
xorg,vnc,2
xorg,tty,2
xorg,x-server,2
xorg,gnome-shell,2
xorg,kubuntu,2
xorg,awesome-wm,2
xorg,udev,2
xorg,xrandr,2
xorg,gentoo,2
xorg,cinnamon,2
xorg,debian-wheezy,2
xorg,window-manager,2
xorg,x11-forwarding,2
gnome,gedit,2
gnome,networkmanager,2
gnome,x-windows,2
gnome,i3-window-manager,2
gnome,ubuntu-unity,2
gnome,gtk,2
gnome,xfce,2
gnome,kde,2
gnome,x-server,2
gnome,gnome-shell,2
gnome,themes,2
gnome,ubuntu-9.10,2
gnome,qt,2
gnome,nautilus,2
gnome,gentoo,2
gnome,suse,2
gnome,cinnamon,2
gnome,manjaro,2
gnome,debian-wheezy,2
gnome,window-manager,2
gnome,debian-jessie,2
kernel,selinux,2
kernel,dependencies,2
kernel,kernel-module,1
kernel,tty,2
kernel,chroot,2
kernel,linux-kernel,1
kernel,udev,2
kernel,slackware,2
kernel,gentoo,2
kernel,qemu,2
kernel,linux-distributions,2
kernel,embedded-linux,2
vmware,backtrack,2
vmware,vmware-workstation,2
vmware,vmware-player,2
vmware,snapshot,2
vmware,esxi,2
vmware,xen,2
redhat-enterprise-linux,selinux,2
redhat-enterprise-linux,dependencies,2
redhat-enterprise-linux,vsftpd,2
redhat-enterprise-linux,fstab,2
redhat-enterprise-linux,systemd,2
redhat-enterprise-linux,syslog,2
redhat-enterprise-linux,linux-kernel,2
redhat-enterprise-linux,package-management,2
redhat-enterprise-linux,repository,2
redhat-enterprise-linux,linux-distributions,2
redhat-enterprise-linux,vncserver,2
redhat-enterprise-linux,yum,2
redhat-enterprise-linux,rpm,2
virtualization,emulation,2
virtualization,sandbox,2
virtualization,vmware-workstation,2
virtualization,linux-kvm,2
virtualization,vagrant,2
virtualization,vmware-player,2
virtualization,qemu,1
virtualization,esxi,2
virtualization,xen,2
sudo,root,2
sudo,selinux,2
sudo,chown,2
sudo,daemon,2
sudo,tty,2
sudo,sudoers,2
sudo,apt-get,2
sudo,chmod,2
root,chown,2
root,daemon,2
root,chroot,2
root,users,2
root,sudoers,2
root,suse,2
root,chmod,2
kali-linux,dependencies,2
kali-linux,backtrack,2
kali-linux,livecd,2
kali-linux,liveusb,2
kali-linux,apt,2
kali-linux,apt-get,2
gui,x-windows,2
gui,arduino,2
gui,kernel-module,2
gui,gtk,2
gui,xfce,2
gui,kde,2
gui,daemon,2
gui,x-server,2
gui,themes,2
gui,kubuntu,2
gui,qt,2
gui,window-manager,2
selinux,syslog,2
networkmanager,i3-window-manager,2
networkmanager,eee-pc,2
networkmanager,gnome-shell,2
x-windows,i3-window-manager,2
x-windows,ubuntu-unity,2
x-windows,backtrack,2
x-windows,x-server,2
x-windows,awesome-wm,2
x-windows,slackware,2
x-windows,x11-forwarding,2
opensuse,chown,2
opensuse,dependencies,2
opensuse,kde,2
opensuse,packages,2
opensuse,fstab,2
opensuse,gnome-shell,2
opensuse,pulse-audio,2
opensuse,qt,2
opensuse,wine,2
opensuse,liveusb,2
opensuse,suse,2
opensuse,cups,2
opensuse,xen,2
opensuse,rpm,2
i3-window-manager,xrandr,2
dependencies,apt,2
dependencies,apt-get,2
dependencies,dpkg,2
dependencies,yum,2
dependencies,aptitude,2
dependencies,rpm,2
ubuntu-unity,vncserver,2
gtk,x-server,2
gtk,qt,2
gtk,awesome-wm,2
cron,ubuntu-server,2
cron,syslog,2
cron,suse,2
cron,manjaro,2
cron,crontab,2
cron,snapshot,2
cron,sendmail,2
vsftpd,users,2
xfce,eee-pc,2
xfce,awesome-wm,2
xfce,xrandr,2
xfce,manjaro,2
xfce,window-manager,2
ubuntu-server,users,2
ubuntu-server,snapshot,2
ubuntu-server,sendmail,2
ubuntu-server,embedded-linux,2
kde,backtrack,2
kde,tty,2
kde,pulse-audio,2
kde,kubuntu,2
kde,qt,2
kde,xrandr,2
kde,slackware,2
kde,gentoo,2
kde,suse,2
kde,cinnamon,2
kde,manjaro,2
kde,window-manager,2
kde,debian-squeeze,2
vnc,x-server,2
vnc,xrandr,2
vnc,vncserver,2
daemon,x-server,3
daemon,sendmail,3
packages,package-management,2
packages,apt,2
packages,repository,2
packages,apt-get,2
packages,linux-distributions,2
packages,dpkg,2
packages,yum,2
packages,debian-squeeze,2
packages,aptitude,2
packages,rpm,2
eee-pc,syslog,2
x-server,chroot,2
x-server,vncserver,2
x-server,x11-forwarding,2
systemd,pulse-audio,2
systemd,syslog,2
systemd,udev,2
systemd,debian-jessie,2
vmware-workstation,vmware-player,2
vmware-workstation,snapshot,2
vmware-workstation,esxi,2
users,sudoers,2
themes,qt,2
themes,cinnamon,2
linux-kernel,arm,2
linux-kernel,udev,2
linux-kernel,slackware,2
linux-kernel,linux-distributions,2
linux-kernel,embedded-linux,2
kubuntu,qt,2
kubuntu,xrandr,2
package-management,apt,2
package-management,repository,2
package-management,apt-get,2
package-management,dpkg,2
package-management,yum,2
package-management,debian-squeeze,2
package-management,aptitude,2
package-management,rpm,2
arm,cups,2
arm,embedded-linux,2
arm,chromebook,2
raspbian,udev,2
raspbian,apt,2
raspbian,apt-get,2
raspbian,debian-wheezy,2
raspbian,cups,2
raspbian,vncserver,2
qt,embedded-linux,2
xrandr,vncserver,2
livecd,liveusb,2
livecd,linux-distributions,2
wine,alsa,2
wine,emulator,2
wine,steam,2
wine,cups,2
slackware,sendmail,2
gentoo,alsa,2
gentoo,linux-distributions,2
suse,xen,2
suse,rpm,2
apt,apt-get,2
apt,dpkg,2
apt,aptitude,2
linux-kvm,snapshot,2
linux-kvm,xen,2
repository,apt-get,2
repository,linux-distributions,2
repository,yum,2
repository,aptitude,2
repository,rpm,2
apt-get,dpkg,2
apt-get,yum,2
apt-get,aptitude,2
emulator,qemu,3
qemu,xen,2
linux-distributions,aptitude,2
debian-wheezy,debian-jessie,2
debian-wheezy,debian-squeeze,2
debian-wheezy,aptitude,2
debian-jessie,aptitude,2
yum,rpm,2
debian-squeeze,xen,2
serial-port,serial,2
google-chrome,firefox,2
google-chrome,browser,2
google-chrome,internet-explorer,2
google-chrome,javascript,2
google-chrome,tabs,2
google-chrome,history,2
google-chrome,google-chrome-extensions,2
google-chrome,chromium,2
google-chrome,browser-addons,2
google-chrome,search-engines,2
google-chrome,cookies,2
google-chrome,google-chrome-devtools,2
google-chrome,bookmarks,2
google-chrome,address-bar,2
google-chrome,adblock,2
google-chrome,google-search,2
google-chrome,browser-cache,2
google-chrome,browser-tabs,2
firefox,browser,2
firefox,web-application,3
firefox,html,2
firefox,internet-explorer,1
firefox,advertisements,2
firefox,javascript,2
firefox,privacy,2
firefox,flash,2
firefox,safari,2
firefox,css,2
firefox,history,2
firefox,browser-addons,2
firefox,search-engines,2
firefox,cookies,2
firefox,toolbar,2
firefox,bookmarks,2
firefox,firefox-extensions,2
firefox,address-bar,2
firefox,flash-player,2
firefox,adobe-flash,3
firefox,adblock,2
firefox,google-search,2
firefox,browser-cache,2
firefox,browser-tabs,2
firefox,vimperator,2
browser,web-application,1
browser,html,2
browser,browsing,2
browser,internet-explorer,1
browser,advertisements,2
browser,javascript,1
browser,website,2
browser,adware,2
browser,web,2
browser,privacy,2
browser,open-source,3
browser,links,2
browser,flash,2
browser,user-interface,3
browser,popups,2
browser,tabs,2
browser,safari,1
browser,css,2
browser,webpage,2
browser,facebook,2
browser,history,2
browser,google-chrome-extensions,2
browser,chromium,1
browser,browser-addons,2
browser,cookies,2
browser,opera,1
browser,toolbar,3
browser,bookmarks,2
browser,firefox-extensions,2
browser,address-bar,3
browser,download-manager,3
browser,flash-player,3
browser,adobe-flash,3
browser,google-search,3
browser,browser-cache,1
browser,microsoft-edge,2
browser,browser-tabs,2
download,internet-explorer,3
download,website,1
download,flash,2
download,webpage,2
download,file-download,2
download,wget,2
download,download-manager,2
download,utorrent,2
web-application,webpage,2
web-application,internet-security,2
html,internet-explorer,2
html,javascript,2
html,website,2
html,web-development,2
html,web,2
html,session,2
html,geolocation,2
html,links,2
html,flash,2
html,fullscreen,2
html,safari,2
html,css,2
html,webpage,2
html,chromium,2
html,flash-player,2
html,microsoft-edge,2
browsing,advertisements,2
browsing,adware,2
browsing,localization,2
internet-explorer,javascript,2
internet-explorer,adware,2
internet-explorer,web-development,2
internet-explorer,flash,2
internet-explorer,tracking,2
internet-explorer,popups,2
internet-explorer,tabs,2
internet-explorer,history,2
internet-explorer,file-download,2
internet-explorer,browser-addons,2
internet-explorer,search-engines,2
internet-explorer,cookies,2
internet-explorer,kiosk,2
internet-explorer,rss,2
internet-explorer,toolbar,2
internet-explorer,bookmarks,2
internet-explorer,address-bar,2
internet-explorer,download-manager,2
internet-explorer,flash-player,2
internet-explorer,browser-cache,2
internet-explorer,microsoft-edge,2
internet-explorer,browser-tabs,2
advertisements,adware,2
advertisements,adblock,2
javascript,website,2
javascript,web-development,2
javascript,web,2
javascript,blocking,2
javascript,links,2
javascript,tracking,2
javascript,user-interface,3
javascript,safari,3
javascript,css,1
javascript,webpage,2
javascript,facebook,2
javascript,browser-addons,2
javascript,cookies,2
javascript,html5,3
javascript,google-chrome-devtools,2
javascript,adblock,2
javascript,vimperator,2
website,web-development,2
website,web,2
website,blocking,2
website,links,2
website,tracking,2
website,user-interface,3
website,css,2
website,webpage,2
website,facebook,3
website,wget,2
website,browser-addons,2
website,flash-player,3
website,adobe-flash,3
website,adblock,2
website,google-search,3
adware,adblock,2
web-development,css,2
web-development,google-chrome-devtools,2
web-development,browser-cache,2
web,privacy,2
web,user-interface,3
web,popups,2
web,safari,2
web,css,2
web,webpage,2
web,facebook,3
web,wget,2
web,cookies,2
web,adobe-flash,3
web,browser-cache,2
privacy,geolocation,2
privacy,tracking,2
privacy,safari,2
privacy,facebook,2
privacy,history,2
privacy,spyware,2
privacy,browser-addons,2
privacy,cookies,2
privacy,internet-security,2
privacy,adblock,2
session,facebook,3
session,history,3
session,cookies,2
session,browser-tabs,2
blocking,popups,2
blocking,facebook,2
blocking,adblock,2
open-source,geolocation,2
open-source,tracking,2
open-source,spyware,2
open-source,adobe-flash,2
geolocation,localization,2
geolocation,address-bar,2
links,tracking,2
flash,fullscreen,2
flash,safari,2
flash,chromium,2
flash,browser-addons,2
flash,cookies,2
flash,opera,2
flash,flash-player,2
flash,adobe-flash,2
tracking,spyware,2
fullscreen,facebook,2
fullscreen,kiosk,2
fullscreen,toolbar,2
fullscreen,flash-player,2
user-interface,popups,2
user-interface,css,2
user-interface,toolbar,2
popups,address-bar,2
popups,adblock,2
tabs,safari,2
tabs,opera,2
tabs,bookmarks,2
tabs,browser-tabs,2
safari,spyware,2
safari,cookies,2
safari,opera,3
safari,bookmarks,2
safari,address-bar,2
safari,google-search,2
safari,browser-cache,2
css,webpage,2
css,google-chrome-devtools,2
css,adblock,2
facebook,cookies,2
facebook,adblock,2
history,bookmarks,2
history,address-bar,2
history,browser-cache,2
history,browser-tabs,2
google-chrome-extensions,chromium,2
google-chrome-extensions,browser-addons,2
google-chrome-extensions,cookies,2
google-chrome-extensions,google-chrome-devtools,2
google-chrome-extensions,bookmarks,2
google-chrome-extensions,firefox-extensions,2
google-chrome-extensions,address-bar,2
google-chrome-extensions,download-manager,2
google-chrome-extensions,flash-player,2
google-chrome-extensions,adblock,2
google-chrome-extensions,browser-cache,2
google-chrome-extensions,browser-tabs,2
file-download,download-manager,2
wget,cookies,2
wget,download-manager,2
chromium,search-engines,2
chromium,opera,2
chromium,kiosk,2
chromium,google-chrome-devtools,2
chromium,bookmarks,2
chromium,address-bar,2
chromium,download-manager,2
chromium,flash-player,2
chromium,adobe-flash,2
chromium,microsoft-edge,2
browser-addons,opera,2
browser-addons,toolbar,2
browser-addons,bookmarks,2
browser-addons,download-manager,2
browser-addons,adblock,2
browser-addons,browser-tabs,2
browser-addons,vimperator,2
search-engines,address-bar,2
search-engines,vimperator,2
cookies,google-chrome-devtools,2
cookies,browser-cache,2
opera,kiosk,2
opera,bookmarks,2
opera,address-bar,2
opera,flash-player,2
opera,adblock,2
opera,browser-cache,2
opera,browser-tabs,2
toolbar,address-bar,1
bookmarks,microsoft-edge,2
bookmarks,browser-tabs,2
bookmarks,vimperator,2
firefox-extensions,download-manager,2
firefox-extensions,flash-player,2
firefox-extensions,adblock,2
firefox-extensions,google-search,2
firefox-extensions,browser-cache,2
firefox-extensions,browser-tabs,2
firefox-extensions,vimperator,2
flash-player,adobe-flash,2
microsoft-edge,browser-tabs,2
browser-tabs,vimperator,2
microsoft-excel,microsoft-word,2
microsoft-excel,cells,2
microsoft-excel,macros,2
microsoft-excel,csv,2
microsoft-excel,duplicate,2
microsoft-excel,vba,2
microsoft-excel,office-for-mac,2
microsoft-excel,sorting,2
microsoft-excel,concatenation,2
microsoft-excel,power-query,2
microsoft-excel,array,2
microsoft-excel,worksheet-function,2
microsoft-excel,data-validation,2
microsoft-excel,spreadsheet,2
microsoft-excel,countif,2
microsoft-excel,conditional-formatting,2
microsoft-excel,charts,2
microsoft-excel,pivot-table,2
microsoft-excel,vlookup,2
microsoft-excel,google-spreadsheets,2
microsoft-excel,powerpivot,2
microsoft-office,microsoft-word,2
microsoft-office,language,2
microsoft-office,slideshow,2
microsoft-office,copy-paste,2
microsoft-office,microsoft-powerpoint,2
microsoft-office,office-for-mac,2
microsoft-office,documents,2
microsoft-office,sharepoint,2
microsoft-office,templates,2
microsoft-office,presentations,2
microsoft-office,mail-merge,2
microsoft-office,styles,2
microsoft-office,spell-check,2
microsoft-office,microsoft-onenote,2
microsoft-office,microsoft-visio,2
microsoft-office,microsoft-project,2
microsoft-word,alignment,2
microsoft-word,macros,2
microsoft-word,layout,2
microsoft-word,vba,2
microsoft-word,hyperlink,2
microsoft-word,office-for-mac,2
microsoft-word,documents,2
microsoft-word,headers,2
microsoft-word,forms,2
microsoft-word,google-docs,2
microsoft-word,templates,2
microsoft-word,text-formatting,2
microsoft-word,mail-merge,2
microsoft-word,table-of-contents,2
microsoft-word,styles,2
microsoft-word,spell-check,2
language,layout,2
language,dictionary,2
language,spell-check,2
slideshow,concatenation,2
cells,alignment,2
cells,concatenation,2
cells,array,2
cells,openoffice-calc,2
cells,countif,2
cells,vlookup,2
copy-paste,hyperlink,2
copy-paste,text-formatting,2
copy-paste,openoffice-calc,2
copy-paste,countif,2
copy-paste,microsoft-onenote,2
copy-paste,openoffice-writer,2
alignment,table-of-contents,2
alignment,vlookup,2
macros,libreoffice,2
macros,vba,2
macros,hyperlink,2
macros,templates,2
layout,table-of-contents,2
layout,openoffice-writer,2
layout,microsoft-visio,2
csv,libreoffice,2
csv,text-formatting,2
csv,mail-merge,2
csv,openoffice,2
csv,power-query,2
csv,openoffice-calc,2
csv,data-validation,2
csv,spreadsheet,2
csv,libreoffice-calc,2
libreoffice,documents,2
libreoffice,dictionary,2
libreoffice,forms,2
libreoffice,templates,2
libreoffice,text-formatting,2
libreoffice,table-of-contents,2
libreoffice,openoffice,2
libreoffice,spell-check,2
libreoffice,libreoffice-writer,2
libreoffice,openoffice-calc,2
libreoffice,spreadsheet,2
libreoffice,conditional-formatting,2
libreoffice,libreoffice-calc,2
libreoffice,openoffice-writer,2
duplicate,office-for-mac,2
duplicate,dictionary,2
duplicate,concatenation,2
duplicate,conditional-formatting,2
duplicate,openoffice-writer,2
microsoft-powerpoint,hyperlink,2
microsoft-powerpoint,office-for-mac,2
microsoft-powerpoint,templates,2
microsoft-powerpoint,presentations,2
microsoft-powerpoint,charts,2
vba,worksheet-function,2
vba,data-validation,2
vba,vlookup,2
hyperlink,presentations,2
hyperlink,table-of-contents,2
hyperlink,libreoffice-writer,2
hyperlink,microsoft-visio,2
office-for-mac,table-of-contents,2
documents,forms,2
documents,google-docs,2
documents,libreoffice-writer,2
sharepoint,forms,2
sharepoint,mail-merge,2
sharepoint,power-query,2
sharepoint,array,2
sharepoint,microsoft-onenote,2
sharepoint,microsoft-project,2
dictionary,spell-check,3
headers,table-of-contents,2
headers,styles,2
headers,libreoffice-writer,2
forms,libreoffice-writer,2
google-docs,countif,2
google-docs,google-spreadsheets,2
templates,styles,2
templates,libreoffice-writer,2
sorting,spreadsheet,2
sorting,pivot-table,2
text-formatting,styles,2
text-formatting,libreoffice-writer,2
text-formatting,openoffice-writer,2
mail-merge,table-of-contents,2
mail-merge,openoffice-writer,2
table-of-contents,openoffice-writer,2
openoffice,spell-check,2
openoffice,libreoffice-writer,2
openoffice,openoffice-calc,2
openoffice,spreadsheet,2
openoffice,libreoffice-calc,2
openoffice,openoffice-writer,2
styles,libreoffice-writer,2
power-query,powerpivot,2
array,countif,2
array,vlookup,2
array,google-spreadsheets,2
libreoffice-writer,openoffice-writer,2
openoffice-calc,countif,2
openoffice-calc,openoffice-writer,2
openoffice-calc,vlookup,2
worksheet-function,data-validation,2
worksheet-function,spreadsheet,2
worksheet-function,countif,2
worksheet-function,conditional-formatting,2
worksheet-function,libreoffice-calc,2
worksheet-function,vlookup,2
worksheet-function,google-spreadsheets,2
data-validation,countif,2
spreadsheet,countif,2
spreadsheet,libreoffice-calc,2
spreadsheet,google-spreadsheets,2
spreadsheet,microsoft-project,3
conditional-formatting,google-spreadsheets,2
charts,pivot-table,2
charts,google-spreadsheets,2
pivot-table,powerpivot,2
automation,productivity,2
images,pdf,2
images,colors,2
images,processing,2
images,vector-graphics,2
images,3d,2
images,transparency,2
images,image-processing,2
images,clipboard,2
images,preview,2
images,photos,2
images,animation,2
images,pictures,2
images,svg,2
images,screenshot,2
images,ocr,2
images,gif,2
images,image-editing,2
images,file-format,2
images,adobe-photoshop,2
images,png,2
images,jpeg,2
images,imagemagick,2
images,gimp,2
pdf,fonts,2
pdf,printing,2
pdf,vector-graphics,2
pdf,export,2
pdf,kindle,2
pdf,preview,2
pdf,svg,2
pdf,highlighting,2
pdf,ebook,2
pdf,scanning,2
pdf,ocr,2
pdf,print-to-pdf,2
pdf,ghostscript,2
pdf,jpeg,2
pdf,adobe-acrobat,1
pdf,inkscape,2
pdf,imagemagick,2
pdf,adobe-reader,1
pdf,pdf-reader,2
fonts,svg,2
fonts,dpi,2
fonts,rendering,2
fonts,scaling,2
fonts,ghostscript,2
fonts,adobe-acrobat,2
fonts,inkscape,2
fonts,adobe-illustrator,2
search,highlighting,2
colors,processing,2
colors,transparency,2
colors,image-processing,2
colors,pictures,2
colors,highlighting,2
colors,image-editing,2
colors,adobe-photoshop,2
colors,png,2
colors,imagemagick,2
colors,gimp,2
colors,adobe-illustrator,2
colors,laser-printer,2
printing,printer,2
printing,preview,2
printing,print-to-pdf,2
printing,ghostscript,2
printing,adobe-acrobat,2
printing,network-printer,2
printing,hp-laserjet,2
printing,laser-printer,1
printing,adobe-reader,2
processing,vector-graphics,2
processing,image-processing,1
processing,selection,3
processing,scaling,3
processing,scanning,3
vector-graphics,3d,2
vector-graphics,image-processing,2
vector-graphics,svg,2
vector-graphics,gif,2
vector-graphics,print-to-pdf,2
vector-graphics,ghostscript,2
vector-graphics,inkscape,2
3d,image-processing,2
3d,animation,2
export,animation,2
export,svg,2
export,gif,2
export,png,2
export,inkscape,2
export,gimp,2
export,adobe-illustrator,2
printer,scanning,2
printer,network-printer,1
printer,scanner,1
printer,hp-laserjet,1
printer,laser-printer,1
transparency,image-processing,2
transparency,animation,2
transparency,gif,2
transparency,image-editing,2
transparency,inkscape,2
image-processing,gif,2
clipboard,selection,2
clipboard,pictures,2
clipboard,screenshot,2
clipboard,evernote,2
clipboard,productivity,2
clipboard,ocr,2
clipboard,image-editing,2
kindle,ebook,2
preview,animation,2
preview,pdf-reader,2
selection,highlighting,2
selection,gimp,2
photos,pictures,2
photos,scanning,2
photos,image-editing,2
animation,gif,3
animation,adobe-photoshop,3
animation,adobe-illustrator,3
pictures,scanning,2
pictures,ocr,2
pictures,image-editing,2
svg,gif,2
svg,inkscape,2
svg,adobe-illustrator,3
highlighting,pdf-reader,2
screenshot,dpi,2
screenshot,ocr,2
screenshot,image-editing,2
dpi,scaling,2
dpi,scanning,2
rendering,print-to-pdf,2
embedded,adobe-reader,2
scaling,print-to-pdf,2
scaling,ghostscript,2
scaling,hp-laserjet,2
productivity,ocr,2
scanning,hp-laserjet,2
scanning,laser-printer,2
ocr,ghostscript,2
print-to-pdf,ghostscript,2
print-to-pdf,inkscape,2
file-format,png,2
ghostscript,inkscape,2
adobe-photoshop,png,2
adobe-photoshop,jpeg,2
adobe-photoshop,gimp,2
adobe-photoshop,scanner,2
adobe-photoshop,adobe-illustrator,2
png,gimp,2
jpeg,imagemagick,2
jpeg,gimp,2
adobe-acrobat,adobe-illustrator,2
adobe-acrobat,adobe-reader,2
adobe-acrobat,pdf-reader,2
network-printer,scanner,2
network-printer,hp-laserjet,2
network-printer,laser-printer,2
imagemagick,gimp,2
scanner,hp-laserjet,2
scanner,laser-printer,2
hp-laserjet,laser-printer,2
adobe-reader,pdf-reader,2
compression,zip,2
compression,extract,2
compression,tar,2
compression,archiving,2
compression,rar,2
compression,winrar,2
compression,7-zip,2
compression,gzip,1
file-corruption,extract,2
file-corruption,archiving,2
file-corruption,rar,2
file-corruption,winrar,2
zip,extract,2
zip,tar,2
zip,archiving,2
zip,rar,2
zip,winrar,2
zip,7-zip,2
zip,gzip,2
extract,rar,2
extract,winrar,2
extract,7-zip,2
tar,rar,2
tar,winrar,2
tar,7-zip,2
tar,gzip,2
archiving,rar,2
archiving,winrar,2
archiving,7-zip,2
archiving,gzip,2
rar,winrar,2
7-zip,gzip,2
